,Age,Number of Dependents,Latitude,Longitude,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Long Distance Charges,Total Revenue,Internet Type_DSL,Unlimited Data_Yes,Contract_Month-to-Month,Contract_One Year,Customer Status
3066,41,0,34.432843,-118.730106,1,3,37.61,0.0,20.55,51.15,112.83,163.98,0,0,1,0,Churned
3067,37,0,38.035707,-122.196821,0,22,48.07,18.0,94.95,2142.8,1057.54,3200.34,0,1,1,0,Stayed
3068,49,0,36.462671,-118.997291,0,23,16.28,2.0,104.05,2470.1,374.44,2844.54,0,1,1,0,Churned
3069,54,3,32.622999,-116.687855,10,70,39.06,75.0,114.75,7842.3,2734.2,10576.5,0,1,0,0,Stayed
3071,25,0,41.769709,-121.92063,0,44,38.33,41.0,106.05,4510.8,1686.52,6197.32,0,1,0,1,Stayed
3072,67,0,37.331762,-122.341444,0,5,18.38,15.0,85.55,408.5,91.9,500.4,0,1,0,0,Stayed
3073,26,0,35.16207,-119.194488,0,4,6.88,0.0,19.85,63.0,27.52,90.52,0,0,1,0,Stayed
3074,35,0,33.762351,-117.488725,0,4,32.54,0.0,20.15,84.5,130.16,214.66,0,0,1,0,Stayed
3075,57,0,34.044639,-118.240413,0,3,3.64,25.0,63.6,155.65,10.92,166.57,1,1,1,0,Churned
3076,55,0,38.93706,-123.118111,0,54,27.17,24.0,89.8,4667.0,1467.18,6134.18,0,1,1,0,Stayed
3077,40,0,34.052842,-118.264495,0,14,33.5,0.0,24.8,321.7,469.0,790.7,0,0,0,1,Stayed
3078,48,0,37.387027,-121.897775,0,25,1.37,21.0,74.3,1863.8,34.25,1898.05,1,1,0,1,Churned
3079,72,1,33.989524,-118.089299,0,27,3.33,18.0,78.05,2135.5,89.91,2235.41,0,0,1,0,Churned
3080,33,0,34.127194,-118.295647,0,1,13.61,25.0,74.5,74.5,13.61,88.11,0,1,1,0,Churned
3081,73,0,34.875144,-116.821698,3,12,37.15,13.0,79.2,943.85,445.8,1409.65,1,0,0,1,Stayed
3082,56,3,32.697098,-117.116587,8,13,28.15,56.0,61.8,750.1,365.95,1116.05,0,1,1,0,Stayed
3083,55,1,33.617108,-117.253349,0,69,8.46,21.0,99.35,6856.45,583.74,7440.19,0,1,0,0,Stayed
3084,52,1,34.051809,-118.383843,0,35,38.82,19.0,50.15,1655.35,1358.7,3144.05,1,0,1,0,Stayed
3085,57,2,36.245926,-118.693138,9,64,45.35,30.0,90.25,5629.15,2902.4,8531.55,0,1,0,1,Stayed
3086,22,0,33.927254,-118.249826,1,21,38.52,59.0,104.4,2200.25,808.92,3009.17,0,1,1,0,Churned
3087,70,0,34.248061,-117.29028,0,2,25.19,14.0,93.85,196.75,50.38,247.13,0,1,1,0,Churned
3088,32,0,32.785165,-116.862648,0,20,10.9,0.0,19.35,433.75,218.0,651.75,0,0,0,1,Stayed
3089,36,0,38.625096,-121.383658,0,26,44.11,8.0,49.15,1237.3,1146.86,2384.16,1,1,1,0,Stayed
3090,44,0,32.898613,-117.202937,0,3,0.0,21.0,36.85,108.7,0.0,108.7,1,1,1,0,Churned
3091,20,3,37.676249,-122.132415,0,4,38.97,0.0,25.45,84.2,155.88,240.08,0,0,1,0,Stayed
3092,47,3,34.243088,-116.830015,8,7,16.22,53.0,75.7,554.05,113.54,667.59,1,1,1,0,Stayed
3093,46,0,33.362575,-117.299644,0,2,24.9,11.0,44.65,74.9,49.8,134.7,1,0,1,0,Churned
3094,80,0,32.961064,-117.134917,1,46,5.36,22.0,101.0,4680.05,246.56,4926.61,0,1,1,0,Churned
3095,38,0,39.239818,-123.565432,1,5,1.12,22.0,85.75,470.95,5.6,432.39,0,1,1,0,Churned
3096,33,0,36.545322,-119.642281,0,10,0.0,23.0,36.25,374.0,0.0,374.0,1,1,1,0,Stayed
3097,73,0,36.936228,-121.785559,0,13,40.37,21.0,74.3,940.35,524.81,1465.16,0,1,1,0,Churned
3098,55,0,34.506627,-118.699048,3,71,32.13,0.0,24.75,1836.9,2281.23,4118.13,0,0,0,0,Stayed
3099,23,0,32.619465,-116.593605,0,42,29.44,41.0,60.15,2421.6,1236.48,3658.08,0,1,0,1,Stayed
3100,30,0,33.889632,-118.39737,0,9,4.81,69.0,99.3,918.75,43.29,962.04,0,1,1,0,Stayed
3101,44,0,37.95338,-122.076886,1,61,45.7,24.0,105.55,6281.45,2787.7,9069.15,0,1,1,0,Churned
3103,50,4,34.1528,-118.000482,9,60,38.44,57.0,74.35,4453.3,2306.4,6759.7,0,1,1,0,Stayed
3104,56,0,38.556306,-121.495817,0,39,0.0,6.0,50.65,1905.4,0.0,1901.89,1,1,1,0,Stayed
3105,35,3,38.021772,-122.691744,9,15,49.36,0.0,19.5,239.75,740.4,980.15,0,0,0,1,Stayed
3106,41,0,34.119363,-117.855059,0,7,30.04,6.0,43.9,278.4,210.28,488.68,1,1,1,0,Stayed
3107,64,0,33.000269,-117.072093,0,15,39.49,0.0,19.6,331.6,592.35,923.95,0,0,0,0,Stayed
3108,35,0,33.141265,-116.967221,5,61,36.13,23.0,101.15,6383.9,2203.93,8587.83,0,1,0,1,Stayed
3109,43,1,34.105935,-117.2914,3,19,7.42,17.0,49.6,962.9,140.98,1103.88,1,1,1,0,Stayed
3110,25,0,37.34667,-121.910019,0,59,25.89,0.0,25.0,1510.5,1527.51,3038.01,0,0,0,0,Stayed
3111,61,1,32.912664,-116.635387,0,30,0.0,17.0,44.5,1307.8,0.0,1307.8,1,1,1,0,Stayed
3112,65,0,36.205465,-119.085807,7,62,27.49,3.0,89.8,5629.55,1704.38,7333.93,0,1,1,0,Stayed
3113,40,0,36.217864,-120.080117,2,2,15.14,0.0,19.85,35.9,30.28,66.18,0,0,0,1,Churned
3114,61,0,34.17051,-118.289463,0,18,19.93,26.0,77.8,1358.6,358.74,1687.58,0,1,1,0,Stayed
3115,70,0,37.5923,-120.853288,1,20,8.98,16.0,60.0,1259.35,179.6,1438.95,1,1,0,1,Stayed
3116,57,2,37.941456,-122.320968,0,5,13.54,21.0,48.65,235.2,67.7,302.9,1,1,1,0,Stayed
3117,58,0,35.710244,-118.881679,1,42,10.73,22.0,84.3,3588.4,450.66,4039.06,0,1,1,0,Churned
3118,43,0,34.084909,-117.258107,2,10,0.0,20.0,52.55,525.5,0.0,525.5,0,1,0,0,Stayed
3119,41,1,39.607831,-121.777959,6,52,31.09,28.0,98.15,4993.4,1616.68,6610.08,0,1,1,0,Stayed
3120,21,1,35.634222,-120.728341,6,45,17.23,0.0,19.2,903.7,775.35,1679.05,0,0,0,0,Stayed
3121,73,0,39.222323,-122.985488,2,69,8.3,14.0,110.55,7610.1,572.7,8182.8,0,1,0,1,Stayed
3122,52,0,34.002028,-118.430656,0,36,28.41,4.0,104.8,3886.45,1022.76,4909.21,0,1,0,1,Stayed
3123,72,0,40.557314,-124.081662,0,8,2.18,13.0,74.05,600.15,17.44,617.59,0,1,0,0,Stayed
3125,23,0,38.325599,-122.642352,0,5,26.86,71.0,56.15,291.45,134.3,425.75,1,1,1,0,Stayed
3126,45,0,38.63153,-120.842609,0,3,25.96,7.0,55.3,196.15,77.88,274.03,1,1,1,0,Churned
3127,20,0,34.102119,-117.815532,6,52,10.59,48.0,105.05,5624.85,550.68,6147.93,0,1,1,0,Churned
3128,56,0,33.949255,-118.246978,0,13,46.92,0.0,20.4,251.65,609.96,861.61,0,0,1,0,Stayed
3129,60,2,37.233034,-121.947427,1,38,36.72,0.0,19.6,763.1,1395.36,2158.46,0,0,0,1,Stayed
3130,21,0,32.733564,-117.033713,0,61,15.44,30.0,103.95,6423.0,941.84,7364.84,0,1,0,1,Stayed
3131,24,0,41.924174,-123.260788,0,16,21.04,0.0,20.25,327.45,336.64,664.09,0,0,1,0,Churned
3132,28,2,38.554383,-122.474773,1,35,25.27,82.0,72.25,2568.55,884.45,3453.0,1,1,1,0,Churned
3133,25,2,36.057458,-118.591951,0,18,17.51,30.0,57.65,992.7,315.18,1307.88,1,1,1,0,Stayed
3134,33,0,33.848733,-117.788357,6,23,13.79,17.0,59.7,1414.2,317.17,1731.37,0,1,0,0,Stayed
3135,64,0,34.072121,-117.698319,0,1,21.52,25.0,69.7,69.7,21.52,91.22,0,1,1,0,Churned
3136,65,0,40.524535,-122.647172,0,46,16.04,26.0,69.1,3255.35,737.84,3993.19,1,1,0,1,Stayed
3137,25,0,33.680031,-116.171678,0,26,0.0,47.0,35.75,1022.5,0.0,1022.5,0,1,1,0,Stayed
3138,41,0,33.850452,-117.726668,0,11,25.24,29.0,74.95,815.5,277.64,1093.14,0,1,1,0,Churned
3139,42,3,38.392559,-121.225093,0,35,39.11,23.0,59.45,2136.9,1368.85,3505.75,1,1,1,0,Stayed
3140,75,0,35.846067,-119.004073,0,6,8.91,27.0,74.4,434.1,53.46,507.56,0,0,1,0,Churned
3141,41,0,34.489983,-120.091246,2,31,27.37,15.0,75.5,2424.45,848.47,3272.92,1,1,0,1,Stayed
3142,50,0,33.940619,-117.9513,0,1,22.86,25.0,69.8,69.8,22.86,102.66,0,0,1,0,Churned
3143,67,0,34.321621,-118.399841,0,38,26.1,27.0,57.15,2250.65,991.8,3242.45,1,1,1,0,Churned
3144,31,0,37.421633,-122.009613,0,2,37.76,10.0,70.0,153.05,75.52,228.57,0,1,1,0,Churned
3145,73,0,33.705836,-117.318204,4,71,43.99,17.0,80.7,5676.0,3123.29,8799.29,0,1,0,0,Stayed
3146,76,0,32.825086,-117.199424,0,16,17.51,7.0,84.75,1350.15,280.16,1630.31,0,1,1,0,Churned
3147,57,2,37.722127,-120.110174,4,42,9.33,0.0,20.25,854.9,391.86,1246.76,0,0,0,1,Stayed
3148,52,0,38.590035,-121.412455,0,56,47.82,0.0,25.95,1444.05,2677.92,4121.97,0,0,0,0,Stayed
3149,23,0,33.830209,-117.906099,8,18,18.55,59.0,88.85,1594.75,333.9,1907.07,0,1,1,0,Stayed
3150,68,0,33.942895,-117.725644,0,13,10.51,20.0,54.8,731.3,136.63,867.93,1,1,0,1,Stayed
3151,30,0,40.426679,-121.850421,1,42,17.31,82.0,80.45,3375.9,727.02,4102.92,0,1,0,1,Stayed
3152,21,0,37.305622,-122.000887,4,59,9.23,48.0,101.1,6039.9,544.57,6584.47,0,1,1,0,Churned
3153,39,0,34.152875,-118.486056,0,26,0.0,6.0,44.65,1156.55,0.0,1156.55,1,1,1,0,Stayed
3154,58,1,37.609095,-121.263381,0,54,20.93,11.0,105.85,5826.65,1130.22,6966.87,0,0,0,1,Stayed
3155,27,0,38.522328,-122.97932,0,40,27.47,0.0,24.6,973.95,1098.8,2072.75,0,0,0,0,Stayed
3156,32,1,33.988572,-118.186565,0,8,37.28,14.0,76.15,645.8,298.24,944.04,1,1,0,0,Stayed
3157,72,0,37.538309,-122.305109,1,25,19.44,4.0,88.4,2191.15,486.0,2677.15,0,1,0,0,Stayed
3158,51,0,34.360261,-119.306383,0,2,49.79,22.0,80.2,146.05,99.58,255.63,0,0,1,0,Churned
3159,31,3,38.912881,-121.082766,4,42,34.66,0.0,19.05,761.85,1455.72,2217.57,0,0,0,1,Stayed
3160,21,1,37.808731,-122.238708,2,51,18.42,47.0,95.15,5000.05,939.42,5939.47,0,1,0,1,Stayed
3161,56,2,34.084747,-117.886844,1,58,29.5,0.0,25.15,1509.9,1711.0,3220.9,0,0,0,0,Stayed
3162,44,0,34.001617,-118.222274,1,12,44.6,20.0,85.05,999.8,535.2,1535.0,0,1,1,0,Stayed
3163,59,3,35.116307,-118.817644,10,9,12.55,0.0,20.25,172.35,112.95,285.3,0,0,0,1,Stayed
3165,39,0,38.154823,-121.601358,0,46,4.6,0.0,24.95,1165.9,211.6,1377.5,0,0,0,1,Stayed
3166,53,0,37.674002,-122.076796,0,7,9.14,0.0,19.25,112.3,63.98,176.28,0,0,1,0,Churned
3167,48,2,39.423046,-120.984472,1,8,6.78,24.0,43.45,345.5,54.24,399.74,1,1,0,1,Stayed
3168,35,0,37.233034,-121.947427,0,16,13.04,16.0,74.75,1129.35,208.64,1298.0,0,1,1,0,Stayed
3169,24,0,34.067699,-116.903891,5,55,36.17,69.0,59.45,3157.0,1989.35,5186.35,1,0,0,1,Stayed
3170,60,0,38.348884,-122.51699,0,10,49.7,10.0,80.05,830.7,497.0,1327.7,0,1,1,0,Churned
3171,35,0,34.1692,-118.372498,0,16,46.99,17.0,72.65,1194.3,751.84,1946.14,0,1,1,0,Churned
3172,26,0,34.102119,-117.815532,0,5,34.49,46.0,85.2,474.8,172.45,647.25,0,1,1,0,Churned
3173,35,0,33.807882,-118.347957,0,52,33.84,5.0,57.95,3042.25,1759.68,4801.93,1,1,0,1,Stayed
3174,52,0,37.786031,-122.437301,0,1,49.24,8.0,69.65,69.65,49.24,118.89,0,1,1,0,Churned
3175,69,0,37.990574,-120.261821,1,70,17.45,20.0,102.95,7101.5,1221.5,8307.76,0,1,1,0,Churned
3176,30,0,37.680844,-122.48131,10,62,15.06,82.0,101.35,6164.7,933.72,7098.42,0,1,1,0,Stayed
3177,75,0,34.420998,-119.60137,3,49,22.92,14.0,90.05,4547.25,1123.08,5670.33,0,1,1,0,Churned
3178,20,0,34.286131,-118.435969,0,4,41.94,0.0,19.575,78.3,167.76,246.06,0,0,1,0,Stayed
3179,30,0,38.652065,-121.25441,1,17,41.95,51.0,91.85,1574.45,713.15,2287.6,0,1,1,0,Churned
3180,37,0,35.453912,-120.69461,8,14,45.57,10.0,82.65,1185.0,637.98,1822.98,0,1,1,0,Stayed
3181,62,0,32.830852,-116.444601,0,59,28.32,9.0,68.7,4070.95,1670.88,5891.83,1,0,0,1,Stayed
3182,55,0,33.000269,-117.072093,0,47,26.35,5.0,58.9,2813.05,1238.45,4051.5,0,1,0,1,Stayed
3183,33,0,40.664483,-123.865325,5,71,43.37,0.0,24.65,1710.15,3079.27,4789.42,0,0,0,0,Stayed
3184,43,0,34.065108,-118.082791,1,47,37.74,7.0,107.35,5118.95,1773.78,6892.73,0,1,1,0,Churned
3185,40,0,33.788208,-118.404955,0,5,39.13,20.0,96.55,500.1,195.65,695.75,0,1,1,0,Stayed
3186,41,0,39.222323,-122.985488,1,11,24.83,30.0,44.05,483.7,273.13,756.83,1,1,1,0,Churned
3187,28,2,40.171312,-121.120605,3,41,20.41,59.0,109.1,4454.25,836.81,5291.06,0,1,0,1,Stayed
3188,56,0,33.879983,-117.895482,0,52,46.24,10.0,63.25,3342.45,2404.48,5876.93,0,0,0,0,Stayed
3189,36,0,38.99003,-121.114408,0,9,13.72,0.0,20.4,181.8,123.48,305.28,0,0,1,0,Stayed
3190,48,0,33.719869,-117.907063,0,9,40.73,29.0,43.75,405.7,366.57,766.37,1,1,1,0,Stayed
3191,40,0,32.85723,-117.209774,0,10,27.1,11.0,80.25,846.0,271.0,1117.0,0,1,1,0,Churned
3192,44,3,34.078821,-118.177576,0,12,17.23,0.0,19.35,212.3,206.76,419.06,0,0,0,0,Stayed
3193,22,0,32.898613,-117.202937,0,22,33.53,59.0,55.15,1193.05,737.66,1930.71,1,1,0,1,Churned
3194,45,2,39.748037,-122.302169,9,52,5.51,19.0,68.75,3482.85,286.52,3752.51,0,1,0,1,Stayed
3195,57,0,35.916943,-120.129921,3,43,37.25,20.0,56.15,2499.3,1601.75,4101.05,1,1,1,0,Churned
3196,47,0,37.980269,-122.342635,0,13,0.0,27.0,49.15,649.4,0.0,649.4,1,1,1,0,Stayed
3197,63,0,37.380662,-122.086022,0,3,5.2,23.0,75.8,246.3,15.6,271.9,0,0,1,0,Churned
3198,66,0,36.727418,-120.123526,1,16,15.44,20.0,91.55,1540.05,247.04,1787.09,0,1,1,0,Stayed
3199,79,0,39.786755,-120.445626,5,45,44.91,0.0,24.7,1174.35,2020.95,3195.3,0,0,0,1,Stayed
3200,25,0,33.97803,-118.217141,5,4,48.48,58.0,81.3625,325.45,193.92,519.37,0,1,1,0,Churned
3201,60,0,34.018354,-117.85492,0,3,32.43,2.0,79.1,246.5,97.29,343.79,0,1,1,0,Churned
3202,23,0,34.907911,-119.234281,1,6,27.44,58.0,105.3,545.2,164.64,709.84,0,1,1,0,Churned
3203,24,0,37.516791,-121.899117,0,1,5.36,0.0,19.6,19.6,5.36,24.96,0,0,1,0,Churned
3204,36,0,33.764018,-117.931507,1,70,28.54,0.0,24.25,1724.15,1997.8,3721.95,0,0,0,0,Stayed
3205,46,2,39.117018,-120.212535,1,3,0.0,15.0,30.566666666666666,91.7,0.0,91.7,0,1,1,0,Churned
3206,57,0,34.162515,-118.203869,0,56,2.58,0.0,24.9,1334.0,144.48,1478.48,0,0,0,1,Churned
3207,65,0,37.776523,-122.219268,0,24,28.98,30.0,101.25,2440.15,695.52,3135.67,0,1,1,0,Churned
3208,78,1,33.936291,-118.332639,1,25,19.76,12.0,98.5,2514.5,494.0,2995.07,0,1,1,0,Churned
3209,34,0,38.93706,-123.118111,0,53,0.0,25.0,53.6,2879.2,0.0,2879.2,1,1,0,1,Stayed
3210,51,0,38.358464,-120.579304,0,1,12.13,19.0,69.85,69.85,12.13,81.98,0,1,1,0,Churned
3211,63,0,37.084697,-121.606417,1,25,35.27,4.0,90.4,2178.6,881.75,3200.35,0,0,0,1,Churned
3212,45,3,35.165668,-120.655842,1,8,30.77,75.0,44.65,369.15,246.16,615.31,1,1,1,0,Stayed
3213,36,3,38.931425,-121.946081,1,27,2.4,0.0,19.9,550.1,64.8,614.9,0,0,0,0,Stayed
3214,31,0,37.722727,-122.02157,7,60,0.0,4.0,50.05,2911.5,0.0,2911.5,0,1,0,1,Stayed
3215,74,0,35.013299,-116.834092,0,20,23.18,21.0,81.45,1671.6,463.6,2135.2,0,1,0,1,Stayed
3216,68,0,35.939068,-119.043666,0,56,34.58,4.0,104.75,5510.65,1936.48,7447.13,0,1,0,1,Churned
3217,53,0,33.848733,-117.788357,0,1,22.86,24.0,81.1,81.1,22.86,103.96,0,1,1,0,Churned
3218,33,0,34.702766,-116.093376,0,42,34.76,20.0,66.5,2762.75,1459.92,4222.67,0,1,0,0,Stayed
3219,23,0,34.11572,-118.192754,0,16,47.25,0.0,20.1,318.6,756.0,1074.6,0,0,0,1,Stayed
3220,33,2,33.079834,-117.134275,1,65,45.21,19.0,110.8,7245.9,2938.65,10184.55,0,1,0,0,Stayed
3221,65,0,35.245035,-118.905553,2,20,38.85,2.0,91.0,1859.5,777.0,2636.5,0,1,0,1,Stayed
3222,59,0,33.905963,-118.08263,0,33,47.64,18.0,88.95,3027.65,1572.12,4599.77,0,1,0,0,Stayed
3223,43,0,34.057256,-117.667677,1,22,20.78,0.0,20.45,471.55,457.16,928.71,0,0,1,0,Stayed
3224,55,0,34.165383,-118.123752,0,8,0.0,4.0,30.45,226.45,0.0,226.45,0,0,1,0,Churned
3225,36,0,36.78724,-119.827813,0,44,1.4,0.0,20.4,905.55,61.6,967.15,0,0,0,0,Stayed
3226,37,1,38.731055,-123.316553,8,72,2.57,0.0,26.25,1988.05,185.04,2173.09,0,0,0,0,Stayed
3227,60,0,40.737431,-124.108897,0,7,15.51,23.0,93.85,635.6,108.57,744.17,0,1,1,0,Churned
3228,35,0,33.617108,-117.253349,10,51,25.45,4.0,78.65,3950.85,1297.95,5248.8,1,1,0,1,Stayed
3229,72,0,38.033219,-121.297433,0,69,23.4,27.0,110.25,7467.55,1614.6,9082.15,0,1,0,0,Stayed
3230,23,0,36.819628,-119.440414,0,57,0.0,59.0,39.3,2111.45,0.0,2191.45,1,0,1,0,Churned
3231,37,0,33.945318,-117.992066,0,35,25.51,16.0,85.15,3030.6,892.85,3923.45,0,1,0,1,Churned
3232,47,0,34.079934,-118.046695,1,2,46.23,21.0,70.4,147.15,92.46,239.61,0,1,1,0,Churned
3233,78,0,33.644849,-117.684254,0,15,17.23,12.0,79.4,1156.1,258.45,1414.55,0,1,1,0,Churned
3234,37,1,33.850452,-117.726668,1,22,37.4,0.0,19.95,433.5,822.8,1256.3,0,0,0,1,Stayed
3235,20,2,36.841655,-119.797113,0,53,47.81,59.0,62.85,3419.5,2533.93,5953.43,0,1,0,1,Stayed
3236,23,0,32.787836,-117.232376,0,9,35.45,52.0,88.4,788.6,319.05,1107.65,0,1,1,0,Stayed
3238,39,1,38.240769,-122.901041,2,32,35.39,0.0,18.95,613.95,1132.48,1746.43,0,0,0,0,Stayed
3239,28,0,37.186141,-121.843554,10,34,13.97,48.0,88.85,3000.25,474.98,3475.23,0,1,1,0,Stayed
3240,20,2,40.584991,-124.121504,0,54,4.16,59.0,61.0,3283.05,224.64,3507.69,0,1,0,1,Stayed
3241,64,0,33.755039,-116.741796,1,6,36.12,23.0,80.5,502.85,216.72,719.57,0,1,1,0,Churned
3242,28,2,38.005839,-122.638155,9,62,47.96,0.0,19.95,1244.8,2973.52,4218.32,0,0,0,1,Stayed
3243,60,0,34.441123,-117.537886,3,13,19.05,27.0,55.95,734.35,247.65,982.0,1,1,1,0,Churned
3244,49,1,37.285677,-122.224165,8,30,11.6,0.0,19.3,602.9,348.0,950.9,0,0,0,0,Stayed
3245,43,3,37.786031,-122.437301,5,55,36.23,0.0,19.5,1026.35,1992.65,3019.0,0,0,0,1,Stayed
3246,36,3,38.109125,-120.078597,5,17,33.24,76.0,70.35,1201.65,565.08,1766.73,1,1,0,1,Stayed
3247,38,0,36.810568,-121.503022,4,7,12.16,9.0,81.25,580.1,85.12,617.86,1,1,1,0,Stayed
3248,56,0,34.110124,-119.100972,9,18,29.6,7.0,95.95,1745.5,532.8,2271.58,0,1,1,0,Stayed
3249,41,1,34.002642,-118.287596,1,6,29.41,29.0,45.5,285.2,176.46,461.66,1,1,1,0,Stayed
3250,35,0,34.128284,-118.047732,0,53,6.54,4.0,73.9,3958.25,346.62,4304.87,1,1,0,0,Stayed
3251,32,0,35.215731,-119.57013,1,16,17.96,30.0,73.85,1284.2,287.36,1571.56,0,1,1,0,Churned
3252,43,3,39.197215,-120.83679,10,45,47.31,0.0,24.45,1088.25,2128.95,3217.2,0,0,0,0,Stayed
3253,69,0,33.323705,-116.626907,9,64,3.76,11.0,97.0,6430.9,240.64,6671.54,0,1,0,1,Stayed
3254,28,0,39.176595,-121.291692,0,18,0.0,48.0,39.55277777777778,711.95,0.0,801.95,1,0,0,1,Stayed
3255,34,0,34.408161,-118.865111,9,70,8.28,5.0,74.8,5315.8,579.6,5895.4,1,1,0,0,Stayed
3256,57,0,40.184094,-123.745487,0,69,22.24,0.0,23.95,1713.1,1534.56,3247.66,0,0,0,0,Stayed
3257,51,2,39.246654,-120.029273,4,40,29.42,23.0,96.35,3915.4,1176.8,5092.2,0,1,1,0,Stayed
3258,52,0,39.298065,-123.25211,1,21,16.67,3.0,102.8,2110.15,350.07,2460.22,0,1,1,0,Churned
3259,64,0,37.834341,-122.26437,0,19,32.87,17.0,95.15,1789.25,624.53,2533.78,0,0,1,0,Churned
3260,32,1,37.435664,-121.049056,1,18,24.16,19.0,87.9,1500.5,434.88,1935.38,0,1,1,0,Stayed
3262,44,0,32.898613,-117.202937,0,2,37.29,20.0,62.05,118.3,74.58,192.88,0,1,1,0,Churned
3263,52,0,37.802071,-122.411004,7,33,0.0,7.0,59.55,2016.3,0.0,2016.3,1,1,0,0,Stayed
3264,61,0,34.420998,-119.60137,0,1,49.2,0.0,19.3,19.3,49.2,68.5,0,0,1,0,Churned
3265,72,0,34.037251,-118.423573,9,60,48.9,16.0,74.85,4456.35,2934.0,7390.35,0,1,0,1,Stayed
3266,53,0,33.914775,-118.348083,6,72,22.95,17.0,109.75,7758.9,1652.4,9411.3,0,1,0,0,Stayed
3267,44,0,40.89866,-123.539754,0,2,17.25,3.0,45.0,96.45,34.5,160.95,0,0,1,0,Churned
3268,36,0,34.108455,-118.362081,0,63,12.82,17.0,79.85,4861.45,807.66,5669.11,1,1,0,0,Stayed
3269,54,0,41.949216,-122.050062,0,12,45.8,4.0,67.25,832.3,549.6,1381.9,1,1,1,0,Stayed
3270,56,0,37.758019,-122.138678,0,31,40.92,20.0,87.6,2724.25,1268.52,4062.77,0,0,1,0,Stayed
3271,57,3,40.274302,-124.210902,6,71,31.33,27.0,89.9,6457.15,2224.43,8681.58,0,1,0,0,Stayed
3272,80,0,33.570023,-117.773669,9,50,14.49,17.0,101.9,5265.5,724.5,5990.0,0,1,0,1,Stayed
3273,51,0,36.319181,-117.593053,0,54,0.0,7.0,46.2,2431.95,0.0,2431.95,1,1,0,0,Stayed
3274,41,0,37.458367,-119.345011,0,1,34.04,23.0,52.2,52.2,34.04,86.24,1,1,1,0,Churned
3275,73,0,34.062095,-118.401508,0,11,2.81,3.0,55.6,580.8,30.91,596.51,1,1,0,0,Stayed
3276,19,0,34.239636,-118.245259,1,44,29.61,48.0,70.95,3250.45,1302.84,4528.37,1,1,0,1,Stayed
3277,54,0,33.753146,-118.367459,8,62,34.62,28.0,107.6,6912.7,2146.44,9059.14,0,1,0,0,Stayed
3278,45,0,41.867908,-123.794144,0,57,36.08,26.0,86.9,4939.25,2056.56,6995.81,0,1,0,1,Stayed
3279,39,3,36.624641,-121.647195,1,18,45.18,0.0,19.8,342.3,813.24,1155.54,0,0,0,1,Stayed
3280,23,0,34.201108,-116.593456,5,70,45.24,42.0,98.7,6858.9,3166.8,10025.7,0,1,0,0,Stayed
3281,24,0,36.497895,-119.285484,0,21,24.86,48.0,99.85,1992.55,522.06,2514.61,0,1,1,0,Stayed
3282,68,0,32.957195,-117.202542,0,17,40.93,2.0,45.05,770.6,695.81,1466.41,1,1,1,0,Churned
3283,66,0,32.716007,-117.117462,3,42,22.89,12.0,95.55,3930.6,961.38,4891.98,0,1,1,0,Stayed
3284,49,0,38.801936,-122.938935,7,21,14.51,20.0,79.2,1742.45,304.71,2047.16,0,1,0,1,Stayed
3286,26,3,37.789168,-122.395009,0,8,45.87,0.0,19.95,170.9,366.96,537.86,0,0,1,0,Stayed
3287,53,0,37.792489,-122.244314,1,18,2.86,22.0,57.45,990.85,51.48,1026.6,1,1,1,0,Churned
3288,68,0,33.703976,-117.824172,0,2,21.57,28.0,88.55,179.25,43.14,222.39,0,1,1,0,Churned
3290,66,0,37.942551,-122.491642,0,51,47.46,0.0,19.6,967.9,2420.46,3388.36,0,0,0,0,Stayed
3291,42,3,37.902422,-121.440029,6,21,31.55,23.0,75.9,1549.75,662.55,2212.3,1,1,0,1,Stayed
3292,30,0,40.559177,-120.612113,1,55,0.0,42.0,54.55,2978.3,0.0,3028.3,1,0,1,0,Churned
3293,64,0,39.031876,-120.811141,0,70,29.53,7.0,89.75,6367.2,2067.1,8544.3,0,0,0,0,Stayed
3294,60,0,36.739385,-119.753649,0,31,1.53,6.0,55.25,1715.65,47.43,1773.08,1,0,1,0,Churned
3295,30,0,38.875508,-121.765866,0,67,0.0,85.0,49.35,3321.35,0.0,3321.35,0,1,0,1,Stayed
3296,58,0,37.147198,-121.120161,0,1,46.17,30.0,70.1,70.1,46.17,116.27,0,1,1,0,Churned
3297,43,0,33.081478,-117.033814,0,21,16.81,0.0,19.6,390.4,353.01,743.41,0,0,0,0,Stayed
3298,19,0,38.875508,-121.765866,1,22,32.11,52.0,69.25,1554.0,706.42,2260.42,0,1,1,0,Churned
3299,78,0,34.364153,-118.615583,0,11,4.1,5.0,84.8,906.85,45.1,951.95,0,1,1,0,Churned
3301,36,0,34.422519,-118.420717,1,72,36.03,0.0,25.85,1872.2,2594.16,4460.63,0,0,0,0,Stayed
3302,57,1,40.854512,-123.450097,6,34,25.69,0.0,25.6,917.15,873.46,1790.61,0,0,0,1,Stayed
3303,23,0,34.157137,-118.548511,6,29,27.72,0.0,20.0,540.05,803.88,1343.93,0,0,0,1,Stayed
3304,50,0,33.714829,-117.872941,2,56,26.15,7.0,100.3,5614.45,1464.4,7178.85,0,0,0,1,Churned
